"date","cons_real","cons_nom","ydi_nom","gdp_nom","pop_millions","unemp_rate","hicp","mortgage_rate","hpi","fin_deposits","fin_debtsec","fin_loans","fin_equity","fin_mutfund","fin_inspen","fin_total_asset","fin_total_liab","cons_deflator","ydi_real","cons_real_pc","ydi_real_pc","fin_deposits_real","fin_deposits_real_pc","fin_debtsec_real","fin_debtsec_real_pc","fin_loans_real","fin_loans_real_pc","fin_equity_real","fin_equity_real_pc","fin_mutfund_real","fin_mutfund_real_pc","fin_inspen_real","fin_inspen_real_pc","fin_total_asset_real","fin_total_asset_real_pc","fin_total_liab_real","fin_total_liab_real_pc","fin_net_real","fin_net_real_pc","ln_cons_real_pc","ln_ydi_real_pc","d_ln_cons_pc","d_ln_ydi_pc","ln_hpi","ln_fin_loans","gdp_nom_8qma","cci_ratio"
1995-10-01,NA,135704.2,NA,251568,56.8417979535295,NA,NA,NA,65.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4645.37059878652,NA,13582.6767494663,NA,10055.8194632192,NA,3866.62644772466,NA,24887.3818689525,NA,11921.254578924,NA,4472.12493571253,NA,54326.2029431872,NA,5991.73728275235,2751026.4348188,48679.4652287121,NA,8.44362643251883,NA,0.00267230906028715,4.18880589701093,NA,242153.9125,NA
1996-01-01,205855.4,142888.4,NA,234162.8,56.844197,NA,67.7666666666667,NA,66.606,NA,NA,NA,NA,NA,NA,NA,NA,69.415314420568,NA,3621.39692113163,4657.21543547749,NA,13661.3457336072,NA,10130.2361348561,NA,3948.66470901027,NA,24834.3445624985,NA,11778.5003164619,NA,4583.66202510939,NA,54611.1372928701,NA,6106.12817956293,2760237.03304792,48816.2168423559,8.19461512019886,8.44617300248304,NA,0.00254656996420444,4.19879466357856,NA,247334.15,NA
1996-04-01,205485.6,149991.4,NA,258791.1,56.8496318628717,NA,68.5,NA,66.922,NA,NA,NA,NA,NA,NA,NA,NA,72.9970907238381,NA,3614.54583374711,4667.84652837777,NA,13740.470357618,NA,10205.2035165606,NA,4032.4435771028,NA,24781.4202834369,NA,11637.4555032289,NA,4697.98090671688,NA,54897.5660886809,NA,6222.70296339253,2769478.46890138,48953.3526221722,8.19272149288205,8.44845311548332,-0.00189362731680909,0.00228011300028363,4.20352776210359,NA,254696.9,NA
1996-07-01,207275.9,153091.6,NA,257839.8,56.8574460588569,NA,68.6666666666667,NA,67.726,NA,NA,NA,NA,NA,NA,NA,NA,73.8623529370086,NA,3645.53658962161,4676.86195890359,NA,13820.0532605016,NA,10280.725683785,NA,4117.99998247848,NA,24728.6087908959,NA,11498.0996689666,NA,4815.15095985935,NA,55185.4971688084,NA,6341.50332779058,2778750.84562536,49090.8736473704,8.20125884612428,8.45038264240975,0.00853735324222704,0.00192952692642656,4.21547015345831,NA,260779.5125,NA
1996-10-01,206261.8,154744.2,NA,286200.7,56.8667307212749,NA,69.0333333333333,NA,68.416,NA,NA,NA,NA,NA,NA,NA,NA,75.0267549044517,NA,3627.10845838784,4683.58830840971,NA,13900.097096546,NA,10356.806742141,NA,4205.37163916786,NA,24675.909844517,NA,11360.4125885429,NA,4935.24329421709,NA,55474.9384125516,NA,6462.57176229645,2788054.2668117,49228.781000192,8.19619104189284,8.45181982768862,-0.00506780423143383,0.0014371852788706,4.22560671540258,NA,266993.8125,NA
1997-01-01,208210.5,155777.3,NA,252807.6,56.876364,NA,69.4,NA,69.514,NA,NA,NA,NA,NA,NA,NA,NA,74.8207626984562,NA,3660.75616226101,4686.36266101935,NA,13980.6045354121,NA,10433.4508276235,NA,4294.59706138059,NA,24623.323204454,NA,11224.3742790171,NA,5058.33079298229,NA,55765.8977405358,NA,6585.95156763602,2797388.8363991,49367.0757659185,8.20542500676688,8.45241200852281,0.00923396487403139,0.000592180834194878,4.24152817113359,NA,270673.075,NA
1997-04-01,212926.1,159826.8,NA,273008,56.8852223787413,NA,69.7333333333333,NA,69.649,NA,NA,NA,NA,NA,NA,NA,NA,75.0656570855796,NA,3743.08284465059,4683.56754908814,NA,14061.5782622234,NA,10510.6621068354,NA,4385.71558048275,NA,24570.8486313717,NA,11089.9649967396,NA,5184.48815709132,NA,56058.3831149288,NA,6711.68687120843,2806754.65867423,49505.7590328801,8.22766484088166,8.45181539532475,0.0222398341147887,-0.000596613198057483,4.24346834262095,NA,273779.6,NA
1997-07-01,216913.4,163891.3,NA,271858.1,56.8931311000856,NA,69.8,NA,69.683,NA,NA,NA,NA,NA,NA,NA,NA,75.5596789945453,NA,3812.64654986924,4673.5133526852,NA,14143.0209776551,NA,10588.4447772136,NA,4478.76736233453,NA,24518.485886445,NA,10957.1652344864,NA,5313.79195056021,NA,56352.4025396589,NA,6839.82264286841,2816151.83827293,49644.8318924647,8.24607885948686,8.44966639172462,0.0184140186051973,-0.00214900360013281,4.24395638557842,NA,276479.9625,NA
1997-10-01,216133.5,163989.5,NA,301282.4,56.8996762605884,NA,70.2666666666667,NA,70.003,NA,NA,NA,NA,NA,NA,NA,NA,75.8777669315524,NA,3798.50140113547,4655.66625887535,NA,14224.9353980244,NA,10666.8030672577,NA,4573.79342499566,NA,24466.2347313579,NA,10825.955718628,NA,5446.32064695083,NA,56647.9640606344,NA,6970.40471101003,2825580.48018136,49784.295439126,8.24236189980867,8.44584030704734,-0.00371695967818653,-0.00382608467727863,4.24853809827388,NA,279494.9,NA
1998-01-01,217901.4,164563.7,NA,263596.9,56.904379,NA,70.7666666666667,NA,69.049,NA,NA,NA,NA,NA,NA,NA,NA,75.5256738181112,NA,3829.2553899938,4635.49648445927,NA,14307.3242553811,NA,10745.7412367599,NA,4670.83565680654,NA,24414.0949283021,NA,10696.3174063322,NA,5582.1546769959,NA,56945.075765963,NA,7103.47977895742,2835040.68973719,49924.1507703921,8.2504256481284,8.4414985886516,0.00806374831972079,-0.0043417183957466,4.2348163974912,NA,281997.4625,NA
1998-04-01,219605.6,166995.2,NA,283643.3,56.9070031129123,NA,71.1333333333333,NA,69.796,NA,NA,NA,NA,NA,NA,NA,NA,76.0468384533357,NA,3859.02591925757,4620.08316566839,NA,14390.1902975984,NA,10825.2635770361,NA,4769.93683485303,NA,24362.0662399762,NA,10568.2314828001,NA,5721.3764774119,NA,57243.7457861739,NA,7239.09544166844,2844532.57263074,50064.3989868746,8.25817007808868,8.43816798514069,0.00774442996028135,-0.00333060351090708,4.24557670153598,NA,284342.7625,NA
1998-07-01,223256.6,170051,NA,279442.7,56.9082019396972,NA,71.2666666666667,NA,69.937,NA,NA,NA,NA,NA,NA,NA,NA,76.1720194237386,NA,3923.10057936067,4615.41841111389,NA,14473.5362884652,NA,10905.3744111597,NA,4871.14064382294,NA,24310.1484295843,NA,10441.679358536,NA,5864.07054092927,NA,57543.9822944396,NA,7377.30020275728,2854056.23490623,50205.0411922767,8.27463758425986,8.4371578061239,0.0164675061711819,-0.00101017901678802,4.24759483680619,NA,286445.6,NA
1998-10-01,222467.3,170872.3,NA,310320.2,56.9086617085406,NA,71.4666666666667,NA,69.956,NA,NA,NA,NA,NA,NA,NA,NA,76.8114683137001,NA,3909.19929095105,4626.51429627538,NA,14557.3650077775,NA,10986.0780941962,NA,4974.49169526263,NA,24258.3412608355,NA,10316.6426666487,NA,6010.32346757049,NA,57845.7935068003,NA,7518.14349184199,2863611.78296288,50346.0784934024,8.27108784708511,8.43955901176869,-0.00354973717474927,0.00240120564478907,4.24786647298694,NA,289319.1,NA
1999-01-01,223457.2,171403.7,197836,272828.1,56.909109,NA,71.7666666666667,NA,69.808,639174,483140,221766,1056727,444974,268921,2538469,334466,76.7090184774265,257904.486234846,3926.5629690319,4531.86652834165,833244.920462765,14641.6792514317,629834.678620189,11067.3790134403,289100.296681883,5080.03554724223,1377578.57025764,24206.6444979421,580080.42448222,10193.1032601867,350572.860059651,6160.224017207,3309218.46007847,58149.1876823879,436019.136522292,7661.67568222324,2873199.32355618,50487.5120001646,8.27551975962302,8.41888917077459,0.00443191253791575,-0.0206698409940991,4.24574861638125,12.3093780508947,292546.1375,-0.276999617363202
1999-04-01,225701,174864.6,212433,291770.4,56.9102236304557,NA,72.1333333333333,NA,70.256,636638,443398,229944,1060694,474605,280176,2508331,350871,77.479891046071,274178.237903927,3965.91307504923,4817.73256918287,821681.589125419,14438.2069988158,572274.940005203,10055.7492748798,296778.940826428,5214.86161701895,1368992.63238418,24055.3022823048,612552.487609709,10763.4876219657,361611.246760017,6354.06476537722,3237396.13741648,56886.0203122445,452854.276461702,7957.34487712249,2784541.86095478,48928.675435122,8.28549139130279,8.48005867503046,0.00997163167977,0.0611695042558722,4.25214571381936,12.3455910799988,295722.8375,-0.251586854851397
1999-07-01,229962.2,178918.6,208702,288680.8,56.9126065443075,NA,72.4666666666667,NA,70.601,637226,444985,236180,1061010,477922,291321,2528228,356442,77.8071705074268,268229.777074439,4040.61971438561,4713.01163944438,818981.073137951,14390.1522503693,571907.443874373,10048.8710428178,303545.288255221,5333.53340650292,1363640.38568749,23960.2518402645,614239.017924937,10792.6706440117,374414.077905831,6578.75470198932,3249350.90623643,57093.693357846,458109.448879107,8049.34928647944,2791241.45735733,49044.3440713666,8.30415335384134,8.45808239656727,0.0186619625385465,-0.0219762784631925,4.25704430870483,12.3723495051553,298895.2125,-0.235498825925919
1999-10-01,228938.9,180243.5,217901,324270.4,56.9168570859057,NA,72.9333333333333,NA,70.997,666975,438250,247613,1308889,495940,302582,2813172,379373,78.7336900191372,276757.001922603,4022.33910516981,4862.47864151896,847127.830332712,14883.6016903415,556623.219226075,9779.58460330922,314494.341545296,5525.50435226288,1662425.57624552,29207.9651154382,629895.537576679,11066.9416729382,384310.706035058,6752.14208428639,3573021.91643276,62776.1633260938,481843.28704496,8465.73953157154,3091178.6293878,54310.4237945222,8.29961887935179,8.48930359542738,-0.00453447448954947,0.0312211988601092,4.26263762262748,12.4196223224531,302786.725,-0.20116163631231
2000-01-01,229854,181587.7,202902,289413.2,56.923524,NA,73.4666666666667,NA,72.006,662989,462732,254763,1426646,516108,314151,2958723,378795,79.0050673804541,256821.501110697,4037.94396144554,4511.69363848059,839172.754334014,14742.1082773093,585699.139742118,10289.2283995298,322464.125969505,5664.86582892348,1805765.18355448,31722.6527218252,653259.363117366,11476.087866896,397633.987813953,6985.40708431813,3744978.76921246,65789.6508517718,479456.587481772,8422.81984301907,3265522.18173068,57366.8310087528,8.30349092097696,8.41442789159972,0.00387204162517207,-0.0748757038276633,4.27674944887736,12.4480889802049,306932.925,-0.186295537150969
2000-04-01,232801.9,186047.5,222460,309056.9,56.9326751510463,NA,73.9666666666667,NA,72.617,662951,463470,261288,1344108,507645,324823,2890178,391797,79.9204469461119,278351.796693528,4089.07361866205,4889.13960138078,829513.629280638,14570.0799598804,579914.174294476,10185.9639083518,326935.108578884,5742.48632637589,1681807.4114454,29540.2843267676,635187.889204737,11156.8249255729,406432.912242119,7138.8339150378,3616318.61487057,63519.2111608356,490233.744894066,8610.76251192207,3126084.8699765,54908.4486489135,8.31607372427742,8.49477161634991,0.0125828033004556,0.0803437247501932,4.28519905419924,12.4733785262291,311330.275,-0.175231078925024
2000-07-01,235638.9,189242.5,213295,304821.7,56.9430370941135,NA,74.4666666666667,NA,73.61,658345,486421,267639,1374501,515581,335505,2948988,395694,80.3141885434304,265575.739316173,4138.15124772049,4663.88434598664,819711.948710029,14395.2973101037,605647.655565822,10636.0265709893,333239.997631642,5852.16410359135,1711404.95213586,30054.6834076888,641955.06342095,11273.6358329456,417740.633485419,7336.11438383575,3671814.47448145,64482.2380726339,492682.559802028,8652.20025036141,3179131.91467942,55830.0378222725,8.32800440856079,8.4476039305502,0.0119306842833691,-0.0471676857997121,4.29878088607061,12.4973943365275,315224,-0.16364443967168
2000-10-01,234556.2,190036,230322,341452.3,56.9530011101478,NA,74.9666666666667,NA,74.457,691174,503327,281573,1391112,501675,346336,3030758,425888,81.0232294183493,284266.625328858,4118.41686000647,4991.24927199329,853056.592488116,14978.2553308876,621213.204673883,10907.4709420922,347521.32446628,6101.89661110517,1716929.83603163,30146.4330687521,619174.283228935,10871.6708717675,427452.722492403,7505.35905326051,3740603.80184454,65678.7830128595,525636.910621029,9229.31013950329,3214966.89122351,56449.4728733562,8.32322411121784,8.51544151252083,-0.00478029734294516,0.0678375819706307,4.31022177754426,12.5481470179874,319170.9,-0.125334957001078
2001-01-01,234249.1,190008.7,220939,305997.7,56.960692,NA,74.9666666666667,NA,75.319,682574,544034,287991,1283385,471729,358566,2965645,425068,81.1177958621375,272368.100799353,4112.4693499159,4781.68525058216,841460.24031528,14772.6477816541,670671.576092384,11774.2877156827,355028.13770908,6232.86208863264,1582125.08902628,27775.7350459556,581535.771511494,10209.4225174001,442031.241343633,7760.28566056804,3655973.35144586,64184.1456463672,524013.25194094,9199.55909139833,3131960.09950492,54984.5865549688,8.32177894213787,8.47254832623311,-0.00144516907997705,-0.0428931862877207,4.32173242701468,12.5706845086298,322336.875,-0.112667964667653
2001-04-01,234761.4,193219.3,234434,326949.2,56.9652061076682,NA,76.1,NA,76.274,687098,554764,298937,1267505,466874,368642,2979290,444477,82.3084454833659,284823.748794257,4121.13667343333,4999.95994495166,834784.323728795,14654.284268734,674006.168798456,11831.8920416883,363191.16251614,6375.66661006516,1539945.25416733,27033.0849195337,567224.902934599,9957.39226963394,447878.705320101,7862.32045704493,3619665.00825495,63541.681942018,540013.84352451,9479.71367827312,3079651.16473044,54061.9682637449,8.32388429590251,8.51718518037448,0.00210535376464627,0.0446368541413733,4.3343321200612,12.6079881278308,325923.0375,-0.0864284233580975
2001-07-01,236150.8,194691.2,220407,319830.6,56.9695762471599,NA,76.0333333333333,NA,77.91,697026,565510,303919,1112017,424961,378509,2852760,443646,82.4474991004214,267330.122083562,4145.20899673662,4692.50676753786,845418.002492737,14839.8155328544,685903.157973544,12039.8149882278,368621.247843825,6470.49306185075,1348757.7090065,23675.0525079382,515432.250385661,9047.50016306041,459090.941665768,8058.52828664238,3460092.82407138,60735.8006150499,538095.157331137,9445.30735135953,2921997.66674025,51290.4932636904,8.32970848770639,8.45372221066268,0.00582419180387639,-0.0634629697117965,4.35555431434277,12.6245164975165,329560.3625,-0.0809983128638407
2001-10-01,234212.8,193654.8,232444,355845.6,56.9776418412598,NA,76.6666666666667,NA,79.991,739406,566966,312323,1232100,435333,389768,3025419,464634,82.6871885646102,281112.472240331,4110.60887097642,4933.73300747533,894220.752737581,15694.239421647,685675.749583605,12034.1194796005,377716.313036761,6629.20227708058,1490073.63944568,26151.9008385261,526481.801542737,9240.14726705468,471376.529745527,8273.00875418443,3658872.73774703,64215.9383840539,561917.76267365,9862.07474572496,3096954.97507338,54353.8636383289,8.32132644030796,8.50385118283134,-0.00838204739843285,0.0501289721686557,4.38191412834528,12.6517931876935,333018.175,-0.0641591593592306
2002-01-01,233332.5,194282.1,226842,314741,56.99327,NA,76.8,NA,84.58,724461,573533,319199,1311123,437485,401597,3105505,463928,83.2680013772525,272423.975894742,4094.03601512951,4779.93236560636,870035.293290841,15265.5794849259,688779.591816503,12085.2793990677,383339.331700593,6726.04557872522,1574582.04630114,27627.5084111007,525393.900134505,9218.52527736178,482294.51092567,8462.30635521825,3729529.88979555,65438.0752288042,557150.396702974,9775.72258449066,3172379.49309257,55662.3526443135,8.3172865632342,8.47218167593066,-0.00403987707375286,-0.0316695069006787,4.43769783204434,12.6735700117208,335482.3375,-0.0497545769817435
2002-04-01,233720.1,197428.1,246838,337746.2,57.0193311231424,NA,77.9666666666667,NA,86.363,725758,608370,329413,1212522,411944,412564,3056432,479075,84.476028565586,292198.868947015,4098.96249914338,5124.55799097265,859128.929618811,15067.3273904842,720168.79856949,12630.2568687481,389948.49260018,6838.88226885761,1435344.4646828,25172.9446208855,487646.03047144,8552.29307089362,488379.966489181,8565.16477603789,3618105.69447761,63454.0185444078,567113.54467623,9945.98732579758,3050992.14980138,53508.0312186102,8.31848917168068,8.54179955462337,0.00120260844648001,0.0696178786927035,4.45855934334802,12.7050675616421,338166.6875,-0.0262266495444673
2002-07-01,236427.7,200751.2,228354,333920.3,57.0587393831114,NA,78.0333333333333,NA,87.401,727117,634242,335824,1107388,396729,423685,2988837,482622,84.9142109661037,268923.184237271,4143.5843580866,4713.09368459109,856296.009498638,15007.2717826656,746920.913218141,13090.3858250892,395486.216240124,6931.2119495788,1304125.64328255,22855.8439492716,467211.548557364,8188.25570996846,498956.529395448,8744.6118647187,3519831.32857832,61687.8565252729,568364.228447762,9961.03725025496,2951467.10013055,51726.819275018,8.32931647921944,8.45809980463643,0.0108273075387579,-0.0836997499869305,4.47050672424363,12.7243424921854,341395.35,-0.0164539766776784
2002-10-01,235921.1,201595.1,244086,369114.8,57.113879268048,NA,78.9,NA,88.05,775866,637309,346415,1184852,400122,435060,3134917,507583,85.4542709247508,285633.470812637,4130.71398797428,5001.12187218271,907931.214676456,15896.857757032,745789.523570098,13057.9385103565,405380.557637717,7097.75912322777,1386533.3905234,24276.6453319708,468229.376566022,8198.17148767848,509114.401529567,8914.02244172877,3668531.67907844,64231.877191553,593982.014599325,10399.9592080173,3074549.66447911,53831.9179835356,8.32620554945746,8.5174175406846,-0.00311092976198246,0.0593177360481647,4.47790483494222,12.7553927572733,344363.5375,0.00593958387442386
2003-01-01,234079.2,201625,235317,325711,57.186378,NA,78.9666666666667,4.56333333333333,90.044,769160,658005,352025,1044236,397745,450745,3018339,500860,86.1394593710014,273181.421985124,4093.26850530733,4777.03662199282,892924.108900242,15614.2798360169,763883.364029466,13357.7853808028,408668.68978575,7146.25937291833,1212262.07782718,21198.4413110965,461745.410180621,8074.39509773851,523273.541871964,9150.31796334371,3504014.32983235,61273.5838914706,581452.453564636,10167.6740842834,2922561.87626771,51105.9098071871,8.31709907544197,8.47157567967684,-0.00910647401548559,-0.0458418610077551,4.50029843975192,12.7714574747855,347191.675,0.0138251908392082
2003-04-01,236153.4,205685.9,253004,348424,57.2749245985683,NA,80.2,4.23333333333333,91.249,774123,649922,362491,1183385,412743,465996,3173560,523450,87.1025570132695,290466.788433612,4123.15514433524,5071.44776653051,888748.880107007,15517.2422545489,746157.199381631,13027.6417579131,416165.738905664,7266.10714588469,1358611.09085434,23720.8708763328,473858.649106158,8273.4050271976,534996.92314315,9340.85774696112,3643475.12727615,63613.7917738477,600958.247322471,10492.519222583,3042516.87995368,53121.2725512647,8.32437396099125,8.53138161135071,0.00727488554927191,0.0598059316738642,4.51359203349844,12.8007549253824,350574.8875,0.0334253036890262
2003-07-01,239216.1,209148.8,239228,345659.9,57.3785660173676,NA,80.2666666666667,3.97,92.941,776981,647744,369424,1094022,415031,481121,3100383,526397,87.4350489040373,273606.526214173,4169.08467052998,4768.44482539624,888637.920077978,15487.2800377932,740828.773036908,12911.2458616109,422512.487418466,7363.59440022565,1251239.65013244,21806.7431269318,474673.492154742,8272.66216466729,550261.029221869,9590.01012774201,3545926.99250705,61798.8081374106,602043.467234446,10492.4801894181,2943883.52527261,51306.3279479926,8.33545178722841,8.46977549831058,0.0110778262371607,-0.0616061130401331,4.53196488322882,12.8197003148588,353739.175,0.0433851880941254
2003-10-01,236625.9,207787.7,253170,379591.1,57.4929205740917,NA,81.0333333333333,3.92,93.518,824969,642802,382210,1173609,409347,496665,3242662,554072,87.8169082517149,288293.000790148,4115.73977521385,5014.40869434736,939419.317331626,16339.739013971,731979.766535959,12731.6504228142,435235.090381967,7570.23797079633,1336427.14525546,23245.073165716,466136.884285045,8107.72664930683,565568.761059521,9837.18961242656,3692525.80688148,64225.7476226639,630939.998948528,10974.220697928,3061585.80793295,53251.5269247359,8.32257387221814,8.52007078603611,-0.012877915010268,0.0502952877255343,4.5381539311353,12.8537254747579,357092.775,0.0679745738079384
2004-01-01,236071.4,207673.4,243761,337366.1,57.61199,NA,80.7666666666667,3.82,94.486,823968,687252,391076,1143930,411908,511218,3265919,552425,87.9747585199958,277080.612781217,4097.60884843589,4809.42617641253,936595.92121838,16256.9618098313,781192.25509871,13559.5429892061,444532.052805933,7715.96420824785,1300293.42420985,22569.8404830288,468211.572193605,8126.98141816669,581096.224190039,10086.3765370722,3712336.41892599,64436.8718894451,627935.795782195,10899.3943063275,3084400.6231438,53537.4775831176,8.31815887486207,8.4783330579401,-0.00441499735606321,-0.0417377280960132,4.54845167537653,12.876657193481,359874.65,0.0831461381268877
2004-04-01,237995.7,212416.7,262537,364811.9,57.7297141472268,NA,82.1,3.76666666666667,96.396,839292,692566,405794,1148765,407998,524805,3307185,572975,89.2565575451758,294137.492214083,4122.58580378633,5095.07965800681,940314.104737017,16288.2168849642,775927.303323869,13440.6919345736,454637.744453245,7875.28140696822,1287037.08903245,22294.187803358,457107.030812272,7918.05463727955,587973.606011388,10184.9388083214,3705257.17208634,64182.8428707772,641941.629565982,11119.7784199806,3063315.54252036,53063.0644507966,8.32423586774932,8.53603058007961,0.00607699288724106,0.0576975221395166,4.56846470697968,12.9136009206559,363041.9375,0.111327283778962
